프로그램구분,기관,일련번호,지역,국가명,대학명(국문),대학명(영문),지원자격_최소학점,지원자격_어학성적,참고사항,수학가능학과/영어강의목록 등,웹사이트,특이사항,언어권,수학가능전공분야,summary_location,summary_weather,summary_academic,summary_safety,hashtag
일반교환,자매대학,E0084,유럽,이탈리아,베로나대,University of Verona,-,"영어(유럽) B-2
CELI B1 CILS B1","· 위치: Verona
· 특징: 학생 수 약 25,000명","· 수학가능학과: 2023/2024년도에는 Master's degree 수업에서만 영어사용 예정 / 기타 이탈리아어 수업 제공
· 수강가능과목(2024,2025): https://www.univr.it/en/course-catalogue
· 'Advanced search'의 'Language of Instruction'을 영어로 설정한 뒤 검색",https://www.univr.it/en/international,· ITP 제외,"기타, 영어(유럽)",['공학/기술'],"베로나는 밀라노-베네치아-볼로냐 사이에 위치하여 다양한 교통수단을 이용할 수 있고, 교통 시스템이 잘 구축되어 있어 여행이 편리합니다. 남부로 이동하더라도 인접 국가로 쉽게 이동할 수 있으며, 기차를 이용하면 아름다운 호수 마을도 갈 수 있습니다. 베로나는 소도시이기 때문에 걸어다니기에 적합하며, 버스와 택시를 이용하여 이동할 수 있습니다.","이탈리아는 한국의 여름보다 덜 더우며, 겨울보다는 덜 추운 편이며, 더위를 이기기 위한 대책이 필요합니다. 이탈리아 베로나는 겨울에는 다른 유럽 국가들보다는 따뜻한 편이지만, 11월부터 12월에는 매일 비가 내려 방한 준비가 필요하며, 봄에는 쌀쌀한 날씨가 계속됩니다. 봄이 시작되는 3월에는 아침 5도에서 낮에 13도까지 올라가며, 4월에","학교는 다양한 시설을 제공하여 편리하고, 유연한 수업 환경을 제공합니다. 교환학생들을 지원하며 영어 강의가 많지만 선택폭이 넓습니다. ESN을 통해 교환학생을 위한 다양한 행사가 열렸고, 전반적으로 만족스러운 수업이 이루어졌습니다.","베로나에서의 생활은 안전하고 안정적으로 진행되며, 대학교는 ESN 교환학생 네트워크 시스템을 통해 안전한 환경을 제공했습니다. 이탈리아에서의 생활은 비교적 안전하고 안정적이었습니다.",#다양한교통수단 #적합한걸어다니기 #안전한환경
일반교환,자매대학,E0085,유럽,이탈리아,시에나대,University of Siena,-,영어(유럽) B-2,"· 위치: Siena
· 특징: 학생 수 약 20,000명","· 수학가능학과:
· Economics, Law, Political sciences and social sciences, Cultural Heritage, Education, Literature, Languages, History and philosophy, Physics, Engineering, Mathematics, Biotechnologies, Medicine, Dentistry, Environmental sciences, Biology, Chemistry, Pharmacy, Geology
· 일부과목 수강가능, 하단(수강가능과목) 링크 참조
· 수강가능과목(2023): 영어
· https://en.unisi.it/international/international-exchange-students/course-catalogue-learning-agreement",https://en.unisi.it/international/international-exchange-students,,영어(유럽),"['경영/경제', '공학/기술', '교육학', '법학', '보건/생명과학', '사회과학', '인문학', '자연과학']","시에나는 학교가 도시 곳곳에 위치해 있어, 대학이 주변에 많아 이동이 편리합니다.","시에나는 2월부터 4월까지 추웠고, 6월과 7월은 매우 더웠습니다.","학교는 다양한 과목과 역사 분야의 강의를 제공하며, 교수님의 성향에 따라 수업의 난이도가 다르지만 대체로 만족스러웠습니다.",시에나에서의 생활은 안전하고 안정적으로 진행됩니다.,#다양한과목 #역사분야강의 #안전하고안정적
일반교환,자매대학,E0086,유럽,이탈리아,사피엔자,Sapienza University of Rome,-,영어(유럽) B-2,"· 위치: Rome
· 특징: 학생 수 약 104,000명","· 수학가능학과: Economics and Finance, Business Science
· 수강가능과목(2024/2025): 이탈리아어 및 영어
· https://corsidilaurea.uniroma1.it/en","https://economia.web.uniroma1.it/it, https://www.uniroma1.it/it/pagina/students-coming-sapienza","· TOEIC, ITP 제외",영어(유럽),"['경영/경제', '공학/기술', '자연과학']",,,,,
일반교환,자매대학,E0087,유럽,이탈리아,볼로냐대,University of Bologna,-,"영어(유럽) B-2
CILS A2","· 위치: Bologna
· 특징: 볼로냐에 있는 유일한 대학
· 1088년에 설립된 세계에서 가장 오래된 대학",· 수강가능학과 및 과목: https://www.unibo.it/en/study/phd-professional-masters-specialisation-schools-and-other-programmes/course-unit-catalogue,https://www.unibo.it/en/international/incoming-exchange-students,· 이탈리아어 필수,"기타, 영어(유럽)",['공학/기술'],,,,,
일반교환,자매대학,E0089,유럽,체코,토마스바타대,Tomas Bata University,-,영어(유럽) B-2,"· 위치: Zlin
· 특징: 학생 수 약 9,200명","· 수학가능학과: Applied Informatics, Humanities, Logistics and Crisis Management, Management and Economics, Multimedia Communications, Technology
· 건축학과 지원불가
· 수강가능과목:
· https://www.utb.cz/en/university/international/students/exchange-students/incoming-students/courses/",https://www.utb.cz/en/university/international/students/exchange-students/incoming-students/,,영어(유럽),"['경영/경제', '공학/기술', '인문학', '커뮤니케이션/미디어']","학교는 도시 내에 위치해 있어서 공항에서 중앙역까지 이동 후에는 버스나 기차를 이용하여 쉽게 이동할 수 있습니다. 즐린은 동유럽 여행하기에 좋은 위치에 있으며, 대도시로의 이동이 용이하여 다양한 유럽 국가를 여행하기에 매우 편리합니다. 토마스 바타 대학교는 프라하와 비엔나에서 각각 5시간과 3시간 거리에 위치하며, CD와 레지오젯을 이용하여 교통이 편리하고, 캠퍼스 내 이","일교차가 크고 건조한 체코 날씨는 비가 쏟아지다가 해가 나면 땅이 금방 말라요. 체코는 겨울에는 눈이 자주 오며 한국보다는 온도가 높지만 매우 추워요. 봄과 여름에는 한국과 비슷한 기후를 보이지만, 여름에는 다소 더워요. 여름에는 벌레가 많이 들어오고, 겨울은 생각보다 길어서 겨울 옷을 챙기는 것이 좋아요. 유럽 국가 중에서도 매우 추운 날","학교의 시설은 만족스럽고, 수업은 전반적으로 수월했습니다. 학생들과 교수 간의 수평적인 관계를 갖춘 수업 환경에서 다양한 실험 경험을 할 수 있었으며, 공학 전공의 학업 난이도는 적절하게 진행되었습니다.",안전하고 안정적인 분위기에서 교환학생들이 편안하게 생활했습니다. 대도시보다는 친절하고 안전한 환경에서 현지 생활을 이어나갈 수 있었습니다.,#동유럽여행 #다양한유럽국가여행 #안전한환경
일반교환,자매대학,E0091,유럽,체코,오스트라바대,University of Ostrava,-,영어(유럽) B-2,"· 위치: Ostrava
· 특징: 학생 수 약 8,500명","· 수학가능학과: Social Studies, Education, Fine Arts, Arts, Medicine, Science
· 일부과목 수강가능, 하단(수강가능과목) 링크 참조
· 수강가능과목(2024-2025): https://www.osu.eu/22821/courses/
· English 체크하여 과목 검색할 것",https://www.osu.eu/exchange-programmes/,,영어(유럽),"['교육학', '보건/생명과학', '예술/디자인', '자연과학']","오스트라바 대학은 도심에서 20분 거리에 위치하여 교통이 편리하며, 교환학생들은 FLIX 버스나 기차를 이용해 쉽게 이동합니다. 오스트라바는 다른 국가로 이동하기 용이하며, 겨울에는 폴란드와 가까워 추운 편입니다.","5월 말까지 쌀쌀한 체코 기후로 전기매트를 추천하며, 다른 나라 여행 시 얇고 휴대가 편한 옷을 가져가야 합니다. 체코와 오스트라바는 겨울에 추워서 방한 준비가 필요합니다. 오스트라바는 폴란드와 가깝기 때문에 겨울에는 매우 추우니 방한 준비가 철저히 필요합니다.","학교시설은 잘 갖춰져 있고, 수업은 적절한 어려움을 가졌으며, 학업에 대한 불안함을 느끼지 않았습니다. 학교 기숙사는 3인실을 주로 사용하며, 전반적으로 부담 없는 수업으로 학점을 쉽게 받을 수 있었습니다.","학생들은 귀국 후 코로나 대응이 철저하여 생활에 어려움이 없었고, 상대교에서는 안전을 위해 마스크와 두건을 무료로 제공했습니다. 다른 나라로 이동하기 쉽고 기숙사 근처에 마트가 있어 편리했으며, 현지 생활은 비교적 안전하고 안정적이었습니다. 또한, 주변에 한인마트나 한인교회가 있어 도움을 받을 수 있었습니다.",#교통편리 #겨울준비필수 #안전한환경
일반교환,자매대학,E0092,유럽,체코,브르노공대,Brno University of Technology,-,"TOEFL(iBT) 80
IELTS 6.0","· 위치: Brno
· 특징: 학생 수 약 19,000명
· ECTS Label 및 학위 수여에서 체코 내 2위
· QS World University Ranking 약 600위","· 수학가능학과: Architecture, Chemistry, Electrical Engineering and Communication, Information Technology, Business and Management, Civil Engineering, Mechanical Engineering, Fine Arts
· 일부과목 수강가능
· 수강가능과목(2024-2025): https://www.vut.cz/en/students/courses?data%5Bfid%5D=&data%5Bsemestr%5D=&data%5Brok%5D=2024&data%5Bjmv%5D=en&data%5Bp_nazev%5D=&action=search
· Language of instruction을 영어로 선택하여 검색","https://www.vutbr.cz/en/students/welcome-week, https://www.vut.cz/edit/en/students/welcome-week/welcome-guide-updated-2024-p253796","· TOEIC, ITP 제외",영어(유럽),"['경영/경제', '공학/기술', '예술/디자인', '자연과학', '커뮤니케이션/미디어']","학교는 브르노 중앙역에서 12번 트램을 타고 5분 거리에 위치하여 교통이 편리합니다. 비엔나 공항에서 브르노까지 오는 교통이 편리하며, ESN에서 pick up buddy를 신청하여 도착 후 도움을 받을 수 있습니다. 또한, 국제학생증 ISIC 카드로 교통 수단 이용 시 할인 혜택을 받을 수 있습니다.체코 브르노는 체코 남동쪽에 위치하고, 오스트리아 비엔나와 가까워 여","체코 브르노는 겨울에 매우 추워서 방한 준비가 필요하며, 3~5월에는 일교차가 크고 6~7월은 한국의 여름과 유사하지만 습하지 않습니다. 기숙사에는 에어컨이 없어서 더운 날씨에 주의해야 하며, 겨울에는 바람이 강하게 불어 따뜻한 옷을 챙겨야 합니다. 브르노는 9월부터 11월 중순까지 선선하고, 1월부터는 영하 온도가 나타나 추워지","학교는 다양한 시설과 교환학생 프로그램을 제공하며, 수업은 유익하고 적절한 어려움을 가졌습니다. 교수님들은 학습에 도움을 주며, Czech language for foreigners와 CTRB 과목 수업 시 보고서 제출이 요구됩니다.","현지 생활 환경은 안전하고 안정적이며, 치안이 좋아 안전한 분위기를 제공했습니다.생활이 안정적으로 이루어져 교환학생들에게 도움이 되었습니다.",#교통편리 #추위대비필요 #안전한환경
일반교환,자매대학,E0093,유럽,체코,올로모우츠팔라츠키대,Palacky University Olomouc,3.0/4.5 이상,영어(유럽) B-2,"· 위치: Olomouc
· 특징: 학생 수 약 24,000명
· 1573년 설립","· 수학가능학과: Arts, Physical Culture, Health Sciences, Medicine, Education, Law, Science
· 수강가능과목:
· 1) https://www.stag.upol.cz/ects/search/#search-plany
· 2) https://international.upol.cz/en/exchange-programmes/im-an-exchange-student/news-general-information/#c69007
· 20~30 ECTS 수강 권장
· Language of Instruction: English로 검색",https://international.upol.cz/en/exchange-programmes/im-an-exchange-student/,"· TOEFL만 인정(IELTS, TOEIC 제외)",영어(유럽),"['교육학', '법학', '보건/생명과학', '예술/디자인', '자연과학']","프라하 공항에서 중앙역으로 이동한 후 레지오젯 기차를 타고 올로모우츠 중앙역까지 이동하면, 학교 주변에는 편의시설이 잘 갖춰져 있습니다.",겨울에는 매우 추워서 긴팔을 입는 것이 좋습니다.,"- 학교 시설은 깨끗하고 편리하며, 수업은 영어로 진행됩니다.",현지 사람들의 친절함과 작은 마을의 안정적인 생활이 특징이었습니다.,#편의시설잘갖춰짐 #추위대비 #영어수업
일반교환,자매대학,E0094,유럽,크로아티아,알제브라대,Algebra University College,-,"TOEFL(iBT) 75
IELTS 5.5
TOEIC 800","· 위치: Zagreb
· 특징: 학생 수 약 40,000명
· 'Microsoft Learning Partner of the Year 2014' 타이틀 취득
· Microsoft, IBM, CISCO 등 많은 IT 기업과 아카데믹 파트너십 체결","· 수학가능학과: Data Science, Software Engineering, System Engineering, Digital Marketing, Design and Communications Management
· 일부과목 수강가능
· 수강가능과목:
· https://www.algebra.hr/sveuciliste/en/international/exchange-programs-and-erasmus/student-mobility/incoming-students/modules-for-incoming-students/undergraduate-study-programs/",https://www.algebra.hr/sveuciliste/en/international/exchange-programs-and-erasmus/student-mobility/incoming-students/,,영어(유럽),"['경영/경제', '공학/기술', '예술/디자인', '자연과학', '커뮤니케이션/미디어']","자그레브 공항과 도심을 잇는 버스 및 트램을 이용하여 이동이 편리합니다. 위치는 주택가 밀집 지역으로, 슈퍼마켓과 학교 주변 시설이 가까이 위치해 있으며, 공항은 도심에서 약 20분 거리에 위치해 있어 우버를 이용하여 접근이 편리합니다.","날씨는 더운 편이지만 습하지 않아서 쾌적하며, 자그레브는 겨울에 비교적 따뜻하고 눈은 가끔 내리지만 잘 쌓이지 않습니다.","학교 수업은 소규모 토론으로 만족스러웠고, 시설은 현대적이고 깔끔하며, 프로그램은 부족하지만 개인 시간 활용이 용이했습니다. 전반적으로 어려움이 적었습니다.",주변 환경이 안전하고 생활이 안정적했던 크로아티아에서의 학교 생활은 안전하고 안정적으로 느껴졌습니다.,#편리한교통 #쾌적한날씨 #안전한학교생활
일반교환,자매대학,E0095,유럽,튀르키예(터키),앙카라대,Ankara University,-,"TOEFL 80
IELTS 6.0
TOEIC 850","· 위치: Ankara
· 특징: 학생 수 약 66,796명","· 수학가능학과: Sciences, Pharmacy, Engineering, Medicine, Languages and History-Geography, Agriculture, Veterinary, Divinity, Dentistry, Political Sciences
· 파견학기별 수강가능학과가 변경될 수 있음
· 일부과목 영어사용
· 수강가능과목: http://education.erasmus.ankara.edu.tr/en/courses-in-english/
· 각 과목마다 사용언어 확인 필요",https://erasmusport.ankara.edu.tr/tr/incoming-students,· ITP 제외,영어(유럽),"['공학/기술', '교육학', '농업/축산', '보건/생명과학', '사회과학', '인문학', '자연과학']",,,,,
일반교환,자매대학,E0096,유럽,튀르키예(터키),디클대,Dicle University,-,"TOEFL 70
IELTS 6.0","· 위치: Diyarbakır
· 특징: 학생 수 약 32,200명","· 수학가능학과: English Language and Literature, German Language and Literature, French Language and Literature, Mathematics, Law, Public Administration, Economics, Business Administration, Mechanical Engineering, Electrical and Electronics Engineering
· 수강가능과목: https://obs.dicle.edu.tr/oibs/bologna/index.aspx?lang=en#
· Academic Units - Bachelor's Degree - 지원학과 - 세부사항 확인
· English 과목의 경우 영어로 강의, German, French는 해당 언어로 강의",https://www.dicle.edu.tr/en/birimler/erasmus/sayfalar/student-mobility-for-studies-5269,,영어(유럽),"['경영/경제', '공학/기술', '법학', '인문학', '자연과학']",,,,,
일반교환,자매대학,E0097,유럽,튀르키예(터키),에르지에스대,Erciyes University,-,"TOEFL 80
IELTS 6.0
TOEIC 850","· 위치: Kayseri
· 특징: 학생 수 약 64,194명
· EUA(Eroupean University Association)의 멤버 대학","· 수학가능학과: Dentistry, medical, Economics and Administrative Sciences, Engineering, Theology, Architecture, Fine arts, veterinary medicine, Education, Communication, Science, Literature, Health Sciences, Aviation and Space Sciences, Tourism, Law, Pharmacy, Agricuture, Sports Science
· 일부과목 수강가능
· 수강가능과목: https://dbp.erciyes.edu.tr/Default.aspx
· Bachelor -지원학과 -Course Struchture Diagram with Credits -과목 선택 및 세부사항 확인
· 과목개설여부 확인 필요","https://erasmus.erciyes.edu.tr/en/incoming-students, https://www.erciyes.edu.tr/Files/ERU-International-Student-Guide/",,영어(유럽),"['경영/경제', '공학/기술', '관광/호텔/레저', '교육학', '농업/축산', '법학', '보건/생명과학', '스포츠과학', '예술/디자인', '인문학', '자연과학', '커뮤니케이션/미디어']",,,,,
일반교환,자매대학,E0098,유럽,튀르키예(터키),이스탄불애이든대,Istanbul Aydin University,2.81/4.5 이상,"TOEFL 80
IELTS 6.0
TOEIC 850","· 위치: Istanbul
· 특징: 학생 수 약 39,000명","· 수학가능학과: Business, International Trade, Political Science and International Relations, Aviation Management, English Language and Literature, English Language Teacher Education, Computer Engineering, Software Engineering, Electrical and Electronics Engineering, Industrial Engineering, Civil Engineering, Mechanical Engineering, Medicine and Dentistry (first 3 years of classes only for full academic year)
· 일부과목 수강가능
· 수강가능과목(2024-2025): https://ebs.aydin.edu.tr/index.iau?Page=AB&Type=L",https://www.aydin.edu.tr/en-us/international/internationalrelations/Pages/Incoming-Students.aspx,· ITP 제외,영어(유럽),"['경영/경제', '공학/기술', '교육학', '보건/생명과학', '사회과학', '인문학', '자연과학']","학교가 신공항으로 위치가 변경되어 공항버스나 메트로버스를 이용하여 도착해야 하며, 교통카드를 이용하여 학생할인을 받을 수 있습니다.","터키는 적응하기 쉬운 기후로, 여름에는 무더운 날씨를 가지고 있습니다.",수업 퀄리티와 학생들의 학습 의지가 낮았지만 학교 시설은 다양하게 제공되었습니다.,터키는 한국과 문화가 비슷하고 물가가 저렴하여 안정적인 생활을 할 수 있습니다. 한국학생들이 적응하기 쉬운 개방적인 무슬림 문화국가이나 노출적인 의상은 피하는 것이 좋습니다.,#신공항근접 #무더운여름날씨 #다양한시설제공
일반교환,자매대학,E0099,유럽,튀르키예(터키),마르마라대,Marmara University,-,"TOEFL 75
IELTS 5.5
TOEIC 800","· 위치: Istanbul
· 특징: 학생 수 약 50,092명
· The Times 아시아 랭킹 241위, 세계 랭킹 800위
· 총 11개의 캠퍼스가 이스탄불 전역에 분포되어 있으면 캠퍼스별 학과 상이","· 수학가능학과: Agricultural Sciences, Architecture, Urban and Regional Planning, Art and Design, Business Studies and Management Sciences, Education, Engineering, Technology, Geography, Geology, Hmanities, Languages and Philological Sciences, Law, Mathematics, Informatics, Medical Sciences, natural Sciences, Social Sciences, Communication and Informaiton Sciences, Other Areas of Study
· 일부과목 수강가능
· 수강가능과목:
· https://meobs.marmara.edu.tr/Program/programlar-hakkinda-bilgi/on-lisans-915001
· 지원학과 - Curriculum - Lesson code - Language of the Course 등 확인",https://uluslararasi.marmara.edu.tr/,,영어(유럽),"['경영/경제', '공학/기술', '교육학', '법학', '사회과학', '예술/디자인', '자연과학', '커뮤니케이션/미디어']",,,,,
일반교환,자매대학,E0100,유럽,튀르키예(터키),시놉대,Sinop University,-,"TOEFL 75
IELTS 5.5
TOEIC 800","· 위치: Sinop
· 특징: 학생 수 약 3,000명","· 수학가능학과: Economics and Administrative Sciences, Education, Arts and Sciences, Fine Arts, Theology, Engineering and Architecture, Art and Design, Sports Science, Fisheries, Health, Tourism and Hotel Management, Applied Sciences, Foreign Languages
· 일부과목 수강가능
· 수강가능과목(2022-2023): https://erasmus.sinop.edu.tr/wp-content/uploads/sites/121/2022/10/Bolum-Ders-Katalogu1-1.pdf",https://oidb.sinop.edu.tr/international-students/,,영어(유럽),"['경영/경제', '공학/기술', '관광/호텔/레저', '교육학', '보건/생명과학', '스포츠과학', '예술/디자인', '자연과학']",,,,,
일반교환,자매대학,E0101,유럽,튀르키예(터키),안탈리아빌림대,Antalya International University (Antalya Bilim University),-,"TOEFL 80
IELTS 6.0
TOEIC 850",· 위치: 안탈리아,"· 수학가능학과: Engineering and Natural Sciences, Fine Arts and Architecture, Toursim, Business and Social Sciences
· 수강가능과목(2024-2025): https://antalya.edu.tr/en/departments/international-student-office/content/how-to-apply-1/courses-and-tuition-fees-1",https://erasmus.antalya.edu.tr/en/new/incoming-students,,영어(유럽),"['경영/경제', '공학/기술', '사회과학', '예술/디자인', '자연과학']",,,,,
일반교환,자매대학,E0102,유럽,튀르키예(터키),카흐라만마라스대,Kahramanmaras Sutcu Imam University,-,"TOEFL 80
IELTS 6.0
TOEIC 850","· 위치: 카흐라만마라스
· 특징: 학생 수 약 18,641명",· 수강가능학과 및 과목: https://internationalstudents.ksu.edu.tr/depo/belgeler/2024-2025%20ULUSLARARASI%20%C3%96%C4%9ERENC%C4%B0%20KONTENJANLARI_2405161203095265_2405161212399169.pdf,https://internationalstudents.ksu.edu.tr/,,영어(유럽),['직접확인'],,,,,
일반교환,자매대학,E0103,유럽,튀르키예(터키),알티반스대,Altinbas University,2.81/4.5 이상,영어(유럽) B-2,"· 위치: 튀르키예 이스탄불
· 특징: 학생 수 약 11,450명 (국제학생 약 9,820명)","· 수학가능학과: Dentistry, Pharmacy, Fine Arts and Design, Law, Medicine, Economics and Administrative Sciences, Business, Engineering and Architecture
· 수강가능과목(2023-2024): https://ects.altinbas.edu.tr/dereceprogramlari/1?lang=en-US
· 각 과목의 수강요건 확인 필요",https://global.altinbas.edu.tr/?page_id=337,· 최소 1학년 수료 학생 지원 가능,영어(유럽),"['경영/경제', '공학/기술', '법학', '보건/생명과학', '예술/디자인', '자연과학']",,,,,
일반교환,자매대학,E0104,아시아,키르기스스탄,오쉬기술대,Osh Technological University,-,A-4,"· 위치: Osh
· 특징: 학생 수 약 8,918명","· 수학가능학과:  Natural Sciences and Engineering, Economics and Management, Architecture and Construction,  Cybernetics and Information Technology, Automobile Transport and Service Technology, Technology and Nature Management
· 일부과목 수강가능
· 수강가능과목: https://erasmusplus.kg/wp-content/uploads/2018/12/psform_e-he-oshtu.pdf
· 각 수강가능과목의 수강요건 확인 필요",http://oshtu.kg/en/2018/04/international-department/,,영어(비유럽),"['경영/경제', '공학/기술', '스포츠과학', '자연과학']",,,,,
일반교환,자매대학,E0105,유럽,포르투갈,코임브라공대,Polytechnical Institute of Coimbra,-,"TOEFL(iBT) 60
IELTS 4.5
TOEIC 700","· 위치: Coimbra
· 특징: 학생 수 약10,197명","· 수학가능학과: Mechanical Engineering, Electrical and Computer Engineering, Electromecanical Engineering,
· Civil Engineering, Informatics Engineering, European Computer Science, Biomedical Engineering,  Bioengineering,
· Engineering and Industrial Management, Sustainable City Management
· 수강가능과목: https://www.isec.pt/en/
· Bachelor Courses 참고",https://www.ipc.pt/ipc/internacional/,,영어(유럽),"['경영/경제', '공학/기술', '보건/생명과학', '자연과학']",,,,,
일반교환,자매대학,E0106,유럽,폴란드,코즈민스키대,Kozminski University,-,영어(유럽) B-2,"· 위치: 바르샤바
· 특징: 학생 수 약 7,450명
· 유럽 내 경영대학 순위 41위","· 수학가능학과: Management and Marketing, Law and Administration
· 수강가능과목: 영어 사용
· 1) https://kozminski.my.site.com/s/sylabus-exchange-incoming-students?language=en_US
· 2) https://www.kozminski.edu.pl/pl/spolecznosc/incoming-students
· Courses offer for Incoming Exchange Students in Fall 2024/2025 참고",https://www.kozminski.edu.pl/en/community/incoming-students,"· ITP 제외
· TOEIC 제외",영어(유럽),"['경영/경제', '공학/기술', '법학']","학교는 도심이 아닌 곳에 위치해 편의 시설이 부족하지만 교통은 중심가와 가까워 편리합니다. 바르샤바는 택시 이용이 편리하며 학생증 발급 후 교통카드를 이용하여 버스와 트램을 주로 이용합니다. 대학은 강 왼쪽에 위치해 있어 주위에는 할 게 없지만, 시내와 편의시설은 강 오른쪽에 모두 위치해 교통이 편리합니다.","폴란드는 겨울에는 매우 추우며 날씨가 흐리고 비가 자주 오는 특징이 있습니다. 일몰이 일찍이어서 주로 오후에 어두워지는데, 가을에는 좋은 날씨로 여행하기에 적합합니다. 한겨울에는 한국보다는 덜 추우나 해가 없어서 춥게 느껴질 수 있습니다. 써머타임이 끝나면 해가 빨리 지는 우울한 기간이 있어서 비타민을 챙겨 먹는 것이 좋습니다.","학교는 시설이 제한적이지만 수업은 다양하고 참여형으로 영어실력 향상에 도움이 되었습니다. 또한, discussion과 practice로 나눠지는 수업을 통해 교환학생들을 도와주며 적절한 지원을 제공합니다.","폴란드에서의 생활은 안전하고 안정적이었으며, 주변 환경은 비교적 안전하여 외국인 학생들도 편안히 생활할 수 있었습니다. 유럽에서의 생활에 대한 걱정은 크지 않았습니다.",#교통편리 #추운겨울 #다양한수업
일반교환,자매대학,E0107,유럽,폴란드,카토비체경제대,University of Economics in Katowice,-,영어(유럽) B-2,"· 위치: Katowice
· 특징: 학생 수 약 10,520명","· 수학가능학과: Economics, Finance and Insurance, Informaion and Communication Technology, Management
· 수강가능과목(2024/2025): https://www.ue.katowice.pl/en/incoming-exchange-students/study-offer.html
· Bachelor 부분 참고",https://www.ue.katowice.pl/en/incoming-exchange-students.html,,영어(유럽),"['경영/경제', '공학/기술', '커뮤니케이션/미디어']","학교가 위치한 도심부에서 대중교통이 잘 발달해 있어 주변 국가로의 여행이 편리하며, 학교 근처에는 공항버스, 버스, 트램, 기차 등 다양한 교통수단이 많이 있습니다. 이 대학은 폴란드의 Katowice에 위치해 있고, 교통은 기차, 버스, 트램, 우버, 택시 등 다양한 수단이 있어 이동이 편리합니다.","폴란드는 겨울에는 매우 추운 날씨로, 충분한 방한 준비가 필요합니다. 겨울에는 영하 12도까지 내려가고, 여름에는 30도까지 올라간다.","학교에서는 교환학생들을 위한 다양한 수업이 개설되어 교수님들이 학생을 배려하며 적절한 난이도를 유지합니다. 시설은 잘 갖춰져 있고, 수업은 쉽게 이수할 수 있으며 만족스러운 학교 시설과 교환학생들끼리의 수업이 특징입니다. 또한, 학교에서는 실전 중심의 친절한 교수들이 수업에 적극 참여하는 분위기를 조성합니다.","폴란드는 다양한 여행지가 많아 편리하며 생활환경이 안전하고 경제적으로 어려움이 없었습니다. 현지에서의 생활은 인종차별적인 조롱을 제외하고 안전하고 안정적이었으며, 외식보다는 기숙사에서 요리하는 경향이 있었습니다.",#도심교통편리 #추운겨울 #학업중심생활
일반교환,자매대학,E0108,유럽,폴란드,바르샤바대,University of Warsaw,-,영어(유럽) B-2,"· 위치: 바르샤바
· 특징: 학생 수 약 54,800명","· 수강가능학과 및 과목:  https://informatorects.uw.edu.pl/pl/
· Polish Language and culture course 2주 수강 추천",http://en.bwz.uw.edu.pl/incoming/,"· TOEIC, ITP 제외
· 토플 홈에디션 인정불가",영어(유럽),['직접확인'],대학은 바르샤바 여러 곳에 위치하여 대중교통을 편리하게 이용할 수 있습니다.,바르샤바는 11월에 추워지고 바람이 매서우며 비가 자주 옵니다. 일반적으로 우산 대신 비니나 모자 달린 겉옷을 입습니다.,"교내 시설은 잘 갖춰져 있고, 수업은 전반적으로 적절하게 진행되었습니다.",폴란드와 바르샤바는 관광객이 적어 소매치기에 대한 걱정이 적고 안전한 환경에서 생활합니다.,#대중교통편리 #추운날씨대비 #안전한환경생활
일반교환,자매대학,E0109,유럽,프랑스,오덴시아낭뜨경영대,Audencia Nantes School of Management,-,"TOEFL(iBT) 80
TOEIC 850","· 위치: Nantes
· 특징: 학생 수 약 4,500명
· 프랑스 최고수준인 경영 그랑제꼴(Grande École)에 속하는 대학, 그랑제꼴의 특성상 학사, 대학원 통합과정형태로 제공
· 경영대학 Equis, AACSB, AMBA 모두 인증
· 경제통상대학, 경영대학 우선선발","· 수학가능학과: Economics, Business & Management, Media & Communication
· 수강가능과목: 영어 및 프랑스어 사용
· https://apply.exchangestudents.audencia.com/_portal/course-catalogue",https://international.audencia.com/,"· IELTS, ITP 제외",영어(유럽),"['경영/경제', '커뮤니케이션/미디어']","낭트는 파리와 가까워 기차나 비행기를 이용한 이동이 편리하며, 내부에서는 버스를 활용할 수 있습니다. 낭트의 날씨는 예측이 어려우나 대체로 따뜻하며, 교통은 버스와 트램을 이용하여 용이합니다. TGV를 활용하면 빠르게 이동할 수 있으며, 소매치기에 주의해야 합니다. 낭트는 학교와 주변 지역을 돌아다니기에 이동이 편리하고, 파리와 경유하는 여행도 가능합니다.","프랑스 낭트는 날씨가 매우 변화무쌍하며 비가 자주 오는데, 따뜻하지만 갑자기 변하는 비가 특징이며 방한 준비가 필요합니다. 겨울은 바람이 많이 붑니다만, 평년에는 아주 좋은 기후를 누릴 수 있습니다.","학교는 체계적인 시스템과 높은 수업 퀄리티를 갖추고 있어, 수업은 실용적이고 발표 중심으로 진행되어 학생들의 발표에 대한 두려움을 완화시켰습니다. 교수들의 강의는 전반적으로 유익하며, 학생들은 똑똑한 편이지만 과제 양은 적어 시간적 여유를 가질 수 있었습니다.","학생들은 현지에서 안전한 생활을 하며, 주로 소매치기에 대해 주의를 기울였습니다.",#교통편리 #변화무쌍한날씨 #안전한생활
